   152	  297.91      19.29      0     0      313.91      16.00      333.20      35.29
   154	  299.42       3.03      0     1      331.88      32.47      334.91      35.49
   156	  303.74       3.35      0     1      334.91      31.17      338.26      34.52
   157	  304.04       4.12      0     1      338.26      34.22      342.39      38.35
   158	  305.06       0.30      0     1      342.39      37.33      342.68      37.62
   159	  306.62       4.33      0     1      342.68      36.06      347.01      40.39
   155	  300.05      19.83      0     0      333.20      33.16      353.04      52.99
   160	  313.44       7.27      0     1      347.01      33.57      354.28      40.84
   161	  313.87       1.60      0     0      353.04      39.17      354.64      40.77
   162	  314.35       3.81      0     1      354.28      39.93      358.09      43.74
   170	  338.29      11.70      0     1      358.09      19.79      369.79      31.50
   171	  339.09      11.19      0     1      369.79      30.69      380.97      41.88
   169	  331.05      29.35      0     0      354.64      23.59      383.99      52.94
   173	  343.63       3.69      0     0      383.99      40.36      387.69      44.05
   172	  339.14       8.80      0     1      380.97      41.83      389.77      50.63
   175	  348.82       6.55      0     1      389.77      40.95      396.33      47.51
   176	  348.94       3.09      0     1      396.33      47.39      399.42      50.48
   174	  347.91      13.50      0     0      387.69      39.78      401.18      53.28
   182	  353.05       1.80      0     1      399.42      46.37      401.22      48.16
   185	  358.47       5.92      0     1      401.22      42.75      407.13      48.67
   186	  359.40       8.33      0     1      407.13      47.74      415.46      56.06
   184	  358.14      22.58      0     0      401.18      43.05      423.77      65.63
   195	  381.86       1.31      0     0      423.77      41.91      425.08      43.22
   189	  376.90      13.51      0     1      415.46      38.56      428.97      52.07
   197	  389.11      25.99      0     1      428.97      39.86      454.96      65.85
   196	  387.04      30.45      0     0      425.08      38.04      455.53      68.49
   199	  390.70       2.75      0     1      454.96      64.26      457.72      67.01
   205	  399.78       2.15      0     1      457.72      57.94      459.86      60.09
   206	  401.87      10.61      0     1      459.86      58.00      470.47      68.60
   207	  402.75       8.19      0     1      470.47      67.72      478.67      75.91
   210	  412.08       3.27      0     1      478.67      66.58      481.94      69.86
   204	  399.22      33.17      0     0      455.53      56.31      488.70      89.48
   215	  431.46       0.30      0     0      488.70      57.24      489.00      57.54
   211	  415.47       8.68      0     1      481.94      66.47      490.62      75.15
   217	  435.12       0.78      0     1      490.62      55.51      491.40      56.28
   234	  460.63       4.23      0     1      491.40      30.76      495.63      35.00
   235	  460.82       6.13      0     1      495.63      34.81      501.76      40.94
   216	  432.76      13.34      0     0      489.00      56.24      502.34      69.58
   236	  461.12       2.92      0     1      501.76      40.65      504.69      43.57
   244	  475.18       0.51      0     1      504.69      29.51      505.19      30.02
   246	  478.79       0.91      0     1      505.19      26.40      506.10      27.31
   237	  465.89       4.53      0     0      502.34      36.44      506.87      40.97

Customers who did not stay:

Customer  Arrival    Service
   Id      Time       Time
--------  -------    -------
   16	    21.83      13.13
   18	    23.98       8.47
   19	    24.93       8.92
   24	    35.37       6.72
   25	    36.52       4.41
   26	    37.25       4.49
   30	    47.09       5.01
   31	    47.30      13.26
   32	    47.40       2.71
   33	    48.34       5.67
   34	    50.51      11.40
   35	    51.08       2.84
   39	    58.21      15.91
   40	    60.59      16.54
   41	    64.17       3.83
   42	    64.80      16.99
   44	    70.58      11.75
   45	    71.12       3.07
   46	    71.64       1.31
   47	    73.79       0.74
   48	    75.84       9.15
   51	    82.12       8.85
   53	    93.48       2.37
   56	    97.99      10.04
   60	   107.64       9.49
   61	   108.81       6.78
   62	   109.22      10.75
   63	   110.38       2.11
   64	   110.79      11.95
   65	   112.01       2.26
   66	   116.61      13.98
   68	   124.49      17.04
   69	   129.24       1.77
   71	   132.18       6.63
   72	   132.20       0.51
   73	   132.78       7.64
   74	   133.82       6.82
   75	   134.40       2.07
   78	   139.22      16.62
   82	   146.30       1.97
   83	   149.01       9.41
   84	   149.04       1.05
   85	   149.71       2.71
   86	   149.73       8.35
   88	   151.17      14.70
   90	   155.34       2.45
   92	   160.78      11.36
   94	   166.42       5.65
   95	   167.20       1.39
   98	   170.72      15.34
   99	   171.91       0.52
   100	   173.54       7.66
   101	   174.39       3.19
   102	   174.46       0.82
   103	   175.69       4.03
   104	   175.88       9.00
   107	   184.66      14.71
   109	   188.59       2.09
   110	   190.43      19.49
   112	   194.34       6.56
   123	   219.50       1.55
   128	   238.19       8.50
   129	   239.09      29.66
   130	   242.54       6.79
   131	   242.94       0.65
   132	   243.23      18.51
   135	   249.24      10.72
   136	   250.80       2.11
   137	   250.96       1.54
   138	   254.16       3.12
   139	   254.89       1.83
   140	   255.76       2.14
   141	   256.23       1.12
   163	   321.12       8.88
   164	   322.40       2.35
   165	   329.14       7.81
   166	   329.15       3.39
   167	   329.46       8.75
   168	   329.59       2.81
   177	   349.63       3.74
   178	   349.83      11.39
   179	   350.86      11.76
   180	   351.08       5.82
   181	   351.09      10.36
   183	   353.17       8.31
   187	   360.55      16.12
   188	   368.10      19.00
   190	   378.63       0.96
   191	   378.74       0.54
   192	   379.02      10.27
   193	   379.49       3.50
   194	   379.74       1.60
   198	   389.39       8.84
   200	   392.29       3.04
   201	   392.90      11.36
   202	   393.19      13.93
   203	   394.43       1.13
   208	   403.15       1.67
   209	   405.71      17.41
   212	   420.27       0.56
   213	   421.09      17.93
   214	   422.45       2.06
   218	   435.18       1.55
   219	   435.24      18.77
   220	   436.70       2.07
   221	   437.99       1.74
   222	   440.12      55.39
   223	   442.26       6.12
   224	   444.12      12.69
   225	   446.50       0.07
   226	   446.88       2.19
   227	   449.21      12.72
   228	   449.82      44.66
   229	   450.73       0.97
   230	   452.03      12.52
   231	   452.23       0.98
   232	   452.63       5.14
   233	   454.46       2.43
   238	   465.93      11.59
   239	   466.53       2.10
   240	   466.55       4.59
   241	   466.97       3.13
   242	   467.90       4.71
   243	   470.43       6.86
   245	   477.50      10.21

Number of Tellers: 2
Number of Queues: 1
Max number allowed to wait: 10
Customer arrival rate (per hr): 30.0
Customer service time (ave min): 8.0
Number of customers arrived: 246
Number of customers served: 121
Num. Turned Away: 125
Num. who waited: 119
Average Wait: 36.15702716551313 min.
Max Wait: 67.71881002235074 min.
Std. Dev. Wait: 14.990946406752123
Ave. Service: 8.35399342235202 min.
Ave. Waiter Wait: 36.764708294345276 min.
Ave. in System: 44.51102058786517 min.




Individual customer service information:

Customer  Arrival    Service  Queue  Teller  Time Serv  Time Cust  Time Serv  Time Spent
   Id      Time       Time     Loc    Loc     Begins      Waits      Ends       in Sys
--------  -------    -------  -----  ------  ---------  ---------  ---------  ----------
   1	    0.65       7.70     -1     0        0.65       0.00        8.36       7.70
   2	    1.49      10.95     -1     1        1.49       0.00       12.44      10.95
   3	    4.61       8.79      0     0        8.36       3.75       17.14      12.54
   5	   10.82       5.62      0     0       17.14       6.33       22.76      11.95
   7	   13.06       2.51      0     0       22.76       9.70       25.28      12.22
   4	    7.11      14.06      1     1       12.44       5.33       26.50      19.39
   9	   15.90       5.44      0     0       25.28       9.38       30.72      14.82
   6	   12.90       5.21      1     1       26.50      13.60       31.71      18.81
   11	   18.20       5.34      0     0       30.72      12.52       36.06      17.86
   8	   14.64      12.42      1     1       31.71      17.07       44.13      29.49
   12	   19.86      10.74      0     0       36.06      16.20       46.80      26.94
   14	   20.59       0.51      0     0       46.80      26.21       47.31      26.73
   10	   16.06       3.26      1     1       44.13      28.07       47.39      31.33
   13	   19.91      10.36      1     1       47.39      27.47       57.74      37.83
   17	   23.93      23.92      0     0       47.31      23.38       71.23      47.30
   15	   21.77      16.89      1     1       57.74      35.97       74.63      52.86
   20	   27.31      13.22      0     0       71.23      43.93       84.45      57.14
   21	   30.16      13.78      1     1       74.63      44.47       88.41      58.25
   23	   34.92       5.11      1     1       88.41      53.49       93.52      58.60
   22	   32.66      16.43      0     0       84.45      51.80      100.88      68.23
   25	   36.52       4.41      0     0      100.88      64.36      105.29      68.77
   30	   47.09       5.01      0     0      105.29      58.20      110.31      63.21
   32	   47.40       2.71      0     0      110.31      62.91      113.02      65.62
   46	   71.64       1.31      0     0      113.02      41.38      114.33      42.69
   52	   92.54       2.87      0     0      114.33      21.79      117.21      24.67
   58	  105.33       6.72      0     0      117.21      11.88      123.93      18.60
   29	   46.41      32.38      1     1       93.52      47.11      125.90      79.49
   59	  105.73       3.76      0     0      123.93      18.20      127.68      21.95
   63	  110.38       2.11      0     0      127.68      17.31      129.80      19.42
   33	   48.34       5.67      1     1      125.90      77.56      131.58      83.24
   66	  116.61      13.98      0     0      129.80      13.19      143.78      27.17
   39	   58.21      15.91      1     1      131.58      73.37      147.49      89.28
   48	   75.84       9.15      1     1      147.49      71.64      156.64      80.79
   53	   93.48       2.37      1     1      156.64      63.15      159.01      65.52
   54	   96.28       7.20      1     1      159.01      62.72      166.20      69.92
   67	  122.25      22.51      0     0      143.78      21.52      166.29      44.03
   71	  132.18       6.63      1     1      166.20      34.02      172.84      40.66
   73	  132.78       7.64      1     1      172.84      40.06      180.48      47.70
   68	  124.49      17.04      0     0      166.29      41.79      183.33      58.84
   69	  129.24       1.77      0     0      183.33      54.09      185.10      55.86
   70	  131.28       0.35      0     0      185.10      53.82      185.45      54.17
   72	  132.20       0.51      0     0      185.45      53.24      185.96      53.76
   83	  149.01       9.41      1     1      180.48      31.47      189.89      40.88
   91	  160.67       1.29      1     1      189.89      29.21      191.18      30.50
   80	  145.66      10.21      0     0      185.96      40.30      196.17      50.51
   94	  166.42       5.65      0     0      196.17      29.76      201.83      35.41
   92	  160.78      11.36      1     1      191.18      30.40      202.54      41.76
   95	  167.20       1.39      1     1      202.54      35.34      203.93      36.73
   100	  173.54       7.66      1     1      203.93      30.38      211.59      38.05
   106	  181.72       1.17      1     1      211.59      29.87      212.76      31.04
   107	  184.66      14.71      0     0      201.83      17.17      216.53      31.87
   108	  187.00       1.32      0     0      216.53      29.53      217.85      30.85
   111	  193.22       6.36      1     1      212.76      19.54      219.12      25.90
   109	  188.59       2.09      0     0      217.85      29.27      219.94      31.36
   112	  194.34       6.56      1     1      219.12      24.78      225.68      31.34
   110	  190.43      19.49      0     0      219.94      29.51      239.44      49.00
   113	  208.42       9.00      0     0      239.44      31.01      248.44      40.01
   114	  209.52      26.31      1     1      225.68      16.16      251.99      42.47
   115	  209.58       8.12      0     0      248.44      38.85      256.55      46.97
   116	  211.12       6.87      1     1      251.99      40.86      258.85      47.73
   122	  218.67       4.09      0     0      256.55      37.88      260.64      41.97
   123	  219.50       1.55      0     0      260.64      41.14      262.19      42.69
   118	  214.27       9.72      1     1      258.85      44.59      268.57      54.31
   125	  233.90      16.91      0     0      262.19      28.29      279.10      45.20
   119	  214.41      10.71      1     1      268.57      54.17      279.28      64.88
   124	  225.94       4.59      1     1      279.28      53.34      283.88      57.94
   130	  242.54       6.79      0     0      279.10      36.56      285.89      43.35
   126	  237.20       5.15      1     1      283.88      46.68      289.03      51.84
   138	  254.16       3.12      1     1      289.03      34.88      292.16      38.00
   135	  249.24      10.72      0     0      285.89      36.65      296.61      47.37
   142	  258.25       1.87      0     0      296.61      38.36      298.49      40.23
   145	  268.96      10.97      1     1      292.16      23.19      303.13      34.16
   143	  264.55       5.96      0     0      298.49      33.93      304.45      39.90
   146	  269.55       1.89      1     1      303.13      33.58      305.02      35.47
   151	  287.83       3.88      1     1      305.02      17.19      308.90      21.07
   144	  264.97       5.44      0     0      304.45      39.47      309.88      44.91
   150	  287.41       4.10      0     0      309.88      22.47      313.98      26.57
   153	  298.05       0.95      0     0      313.98      15.94      314.93      16.89
   154	  299.42       3.03      0     0      314.93      15.51      317.96      18.54
   157	  304.04       4.12      0     0      317.96      13.92      322.08      18.04
   159	  306.62       4.33      0     0      322.08      15.46      326.41      19.79
   161	  313.87       1.60      0     0      326.41      12.54      328.01      14.15
   152	  297.91      19.29      1     1      308.90      10.99      328.19      30.28
   162	  314.35       3.81      0     0      328.01      13.67      331.82      17.48
   163	  321.12       8.88      0     0      331.82      10.70      340.70      19.58
   164	  322.40       2.35      0     0      340.70      18.30      343.05      20.65
   155	  300.05      19.83      1     1      328.19      28.14      348.03      47.98
   165	  329.14       7.81      0     0      343.05      13.92      350.87      21.73
   156	  303.74       3.35      1     1      348.03      44.28      351.38      47.64
   158	  305.06       0.30      1     1      351.38      46.32      351.67      46.62
   166	  329.15       3.39      0     0      350.87      21.72      354.25      25.10
   168	  329.59       2.81      0     0      354.25      24.66      357.06      27.47
   160	  313.44       7.27      1     1      351.67      38.24      358.94      45.50
   167	  329.46       8.75      1     1      358.94      29.48      367.69      38.23
   170	  338.29      11.70      0     0      357.06      18.77      368.76      30.47
   173	  343.63       3.69      0     0      368.76      25.13      372.46      28.82
   174	  347.91      13.50      0     0      372.46      24.55      385.95      38.05
   180	  351.08       5.82      0     0      385.95      34.87      391.78      40.70
   169	  331.05      29.35      1     1      367.69      36.64      397.04      65.99
   175	  348.82       6.55      1     1      397.04      48.22      403.60      54.78
   182	  353.05       1.80      1     1      403.60      50.55      405.40      52.35
   183	  353.17       8.31      1     1      405.40      52.22      413.70      60.53
   184	  358.14      22.58      0     0      391.78      33.64      414.36      56.22
   185	  358.47       5.92      0     0      414.36      55.89      420.28      61.81
   186	  359.40       8.33      1     1      413.70      54.31      422.03      62.63
   189	  376.90      13.51      0     0      420.28      43.37      433.79      56.88
   190	  378.63       0.96      0     0      433.79      55.16      434.74      56.12
   188	  368.10      19.00      1     1      422.03      53.93      441.03      72.93
   196	  387.04      30.45      0     0      434.74      47.71      465.20      78.16
   200	  392.29       3.04      0     0      465.20      72.90      468.24      75.94
   204	  399.22      33.17      1     1      441.03      41.81      474.20      74.98
   211	  415.47       8.68      0     0      468.24      52.77      476.92      61.45
   209	  405.71      17.41      1     1      474.20      68.49      491.62      85.90
   213	  421.09      17.93      0     0      476.92      55.83      494.85      73.76
   210	  412.08       3.27      1     1      491.62      79.53      494.89      82.81
   212	  420.27       0.56      1     1      494.89      74.62      495.45      75.18
   217	  435.12       0.78      0     0      494.85      59.74      495.63      60.51
   218	  435.18       1.55      0     0      495.63      60.45      497.17      61.99
   214	  422.45       2.06      1     1      495.45      73.00      497.51      75.06
   237	  465.89       4.53      0     0      497.17      31.28      501.70      35.81
   223	  442.26       6.12      1     1      497.51      55.25      503.63      61.37
   244	  475.18       0.51      1     1      503.63      28.46      504.14      28.96
   243	  470.43       6.86      0     0      501.70      31.27      508.56      38.13
   245	  477.50      10.21      0     0      508.56      31.06      518.77      41.27

Customers who did not stay:

Customer  Arrival    Service
   Id      Time       Time
--------  -------    -------
   16	    21.83      13.13
   18	    23.98       8.47
   19	    24.93       8.92
   24	    35.37       6.72
   26	    37.25       4.49
   27	    38.67       0.71
   28	    42.37       7.55
   31	    47.30      13.26
   34	    50.51      11.40
   35	    51.08       2.84
   36	    53.10       0.97
   37	    53.86      15.09
   38	    54.29      14.40
   40	    60.59      16.54
   41	    64.17       3.83
   42	    64.80      16.99
   43	    68.65      12.62
   44	    70.58      11.75
   45	    71.12       3.07
   47	    73.79       0.74
   49	    77.41       3.79
   50	    81.95       2.52
   51	    82.12       8.85
   55	    96.95      24.41
   56	    97.99      10.04
   57	    98.77       1.76
   60	   107.64       9.49
   61	   108.81       6.78
   62	   109.22      10.75
   64	   110.79      11.95
   65	   112.01       2.26
   74	   133.82       6.82
   75	   134.40       2.07
   76	   136.55       7.92
   77	   138.90       4.84
   78	   139.22      16.62
   79	   141.87      11.53
   81	   146.22       1.77
   82	   146.30       1.97
   84	   149.04       1.05
   85	   149.71       2.71
   86	   149.73       8.35
   87	   150.72       4.15
   88	   151.17      14.70
   89	   153.08       4.75
   90	   155.34       2.45
   93	   163.86      19.51
   96	   169.51       4.12
   97	   170.00       2.39
   98	   170.72      15.34
   99	   171.91       0.52
   101	   174.39       3.19
   102	   174.46       0.82
   103	   175.69       4.03
   104	   175.88       9.00
   105	   179.36       5.52
   117	   211.53      12.74
   120	   215.54       3.90
   121	   215.92       2.08
   127	   238.03       1.40
   128	   238.19       8.50
   129	   239.09      29.66
   131	   242.94       0.65
   132	   243.23      18.51
   133	   245.66       0.53
   134	   247.66       6.39
   136	   250.80       2.11
   137	   250.96       1.54
   139	   254.89       1.83
   140	   255.76       2.14
   141	   256.23       1.12
   147	   272.30       5.74
   148	   273.68      31.72
   149	   278.44       3.91
   171	   339.09      11.19
   172	   339.14       8.80
   176	   348.94       3.09
   177	   349.63       3.74
   178	   349.83      11.39
   179	   350.86      11.76
   181	   351.09      10.36
   187	   360.55      16.12
   191	   378.74       0.54
   192	   379.02      10.27
   193	   379.49       3.50
   194	   379.74       1.60
   195	   381.86       1.31
   197	   389.11      25.99
   198	   389.39       8.84
   199	   390.70       2.75
   201	   392.90      11.36
   202	   393.19      13.93
   203	   394.43       1.13
   205	   399.78       2.15
   206	   401.87      10.61
   207	   402.75       8.19
   208	   403.15       1.67
   215	   431.46       0.30
   216	   432.76      13.34
   219	   435.24      18.77
   220	   436.70       2.07
   221	   437.99       1.74
   222	   440.12      55.39
   224	   444.12      12.69
   225	   446.50       0.07
   226	   446.88       2.19
   227	   449.21      12.72
   228	   449.82      44.66
   229	   450.73       0.97
   230	   452.03      12.52
   231	   452.23       0.98
   232	   452.63       5.14
   233	   454.46       2.43
   234	   460.63       4.23
   235	   460.82       6.13
   236	   461.12       2.92
   238	   465.93      11.59
   239	   466.53       2.10
   240	   466.55       4.59
   241	   466.97       3.13
   242	   467.90       4.71
   246	   478.79       0.91

Number of Tellers: 2
Number of Queues: 2
Max number allowed to wait: 10
Customer arrival rate (per hr): 30.0
Customer service time (ave min): 8.0
Number of customers arrived: 246
Number of customers served: 124
Num. Turned Away: 122
Num. who waited: 122
Average Wait: 35.58907912564398 min.
Max Wait: 79.5323273313017 min.
Std. Dev. Wait: 18.38183550670882
Ave. Service: 8.232021680179917 min.
Ave. Waiter Wait: 36.172506652293876 min.
Ave. in System: 43.82110080582389 min.

